Source,Target,Decision,Reason,NER_Status,tokens_src,tokens_tgt
"all living things on the earth including microbes, grass, elephants, blue whales, and humans reproduce using dna.","lubbu qabeeyyiin lafarra jiran hundi, jechuunis warri ijaan hin argamne, margi, arbi qurxummiin biluu weel jedhamuufi namni dnatti fayyadamanii wal horu.",KEEP,VALID,CONSISTENT,"all living things on the earth including microbes, grass, elephants, blue whales, and humans reproduce using dna.","lubbu qabeeyyiin lafarra jiran hundi, jechuunis warri ijaan hin argamne, margi, arbi qurxummiin biluu weel jedhamuufi namni dnatti fayyadamanii wal horu."
"this article refers to jesus feelings in the present tense because jesus is alive in heaven, and since his return to heaven, the kingdom has undoubtedly remained close to his heart. luke .","yeroo har'aatti yesus samii keessa waan jiruuf, matadureen kun miira yeroo ammaatti isatti dhaga'amuufi mootummicharratti kan xiyyeeffatu ta'uusaa ibsa. luqaas .",KEEP,VALID,CONSISTENT,"this article refers to jesus feelings in the present tense because jesus is alive in heaven, and since his return to heaven, the kingdom has undoubtedly remained close to his heart. luke .","yeroo har'aatti yesus samii keessa waan jiruuf, matadureen kun miira yeroo ammaatti isatti dhaga'amuufi mootummicharratti kan xiyyeeffatu ta'uusaa ibsa. luqaas ."
all those... who have come to know the truth can answer that question.,namoonni dhugaa hubatan hundinuu gaaffii kanaaf deebii kennuu ni danda'u.,KEEP,VALID,CONSISTENT,all those... who have come to know the truth can answer that question.,namoonni dhugaa hubatan hundinuu gaaffii kanaaf deebii kennuu ni danda'u.
"in his letter to the romans, he writes let us pursue the things making for peace and the things that are upbuilding to one another.","ergaa warra roomaatiif barreesserratti, kottaa wanta nagaaf ta'u, waan ittiin jireenya tokkummaa waliif ijaarru duukaa in buunaa!",KEEP,VALID,CONSISTENT,"in his letter to the romans, he writes let us pursue the things making for peace and the things that are upbuilding to one another.","ergaa warra roomaatiif barreesserratti, kottaa wanta nagaaf ta'u, waan ittiin jireenya tokkummaa waliif ijaarru duukaa in buunaa!"
"after days of wind and rain, monday, september , , dawned warm and sunny.","guyyoota hedduudhaaf bubbisaa fi roobaa erga turee booda, wiixata, fulbaana , guyyaan isaa ho'a kan ture si'a ta'u, aduunis akka gaariitti baatee turte.",KEEP,VALID,CONSISTENT,"after days of wind and rain, monday, september , , dawned warm and sunny.","guyyoota hedduudhaaf bubbisaa fi roobaa erga turee booda, wiixata, fulbaana , guyyaan isaa ho'a kan ture si'a ta'u, aduunis akka gaariitti baatee turte."
"after the atonement day, the israelites celebrated the festival of booths, the most joyful festival of the jewish year.","guyyaa araaraa booda, israa eloonni ayyaana baay ee gammachiisaa ta e jechuunis ayyaana gordommaa ayyaaneffatu turan.",KEEP,VALID,CONSISTENT,"after the atonement day, the israelites celebrated the festival of booths, the most joyful festival of the jewish year.","guyyaa araaraa booda, israa eloonni ayyaana baay ee gammachiisaa ta e jechuunis ayyaana gordommaa ayyaaneffatu turan."
", . a what is a vow?",", . a waadaa galuu jechuun maal jechuu dha?",KEEP,VALID,CONSISTENT,", . a what is a vow?",", . a waadaa galuu jechuun maal jechuu dha?"
"in harmony with enoch s warning, jehovah brought the great deluge against that ungodly world in noah s day.","yihowaan akeekkachiisa henokii wajjin haala wal simuun, addunyaa bara nohi turee fi waaqayyoof ulfina hin fidne sana irratti bishaan badiisaa guddaa fideera.",KEEP,VALID,CONSISTENT,"in harmony with enoch s warning, jehovah brought the great deluge against that ungodly world in noah s day.","yihowaan akeekkachiisa henokii wajjin haala wal simuun, addunyaa bara nohi turee fi waaqayyoof ulfina hin fidne sana irratti bishaan badiisaa guddaa fideera."
"understandably, if we are to help others reach their full potential, we need to be discerning.","obboloonni dandeettii qabanitti guutummaatti akka fayyadaman gargaaruuf, haalasaanii sirriitti hubachuun keenya barbaachisaadha.",KEEP,VALID,CONSISTENT,"understandably, if we are to help others reach their full potential, we need to be discerning.","obboloonni dandeettii qabanitti guutummaatti akka fayyadaman gargaaruuf, haalasaanii sirriitti hubachuun keenya barbaachisaadha."
"medical science, improved nutrition, and the mass distribution of potable water had elevated life expectancy...","guddinni saayinsii fayyaa, nyaanni madaalamaaniifi bishaan dhugaatii qulqulluun, umriin namootaa akka dheeratu gumaacha godhaniiru....",KEEP,VALID,CONSISTENT,"medical science, improved nutrition, and the mass distribution of potable water had elevated life expectancy...","guddinni saayinsii fayyaa, nyaanni madaalamaaniifi bishaan dhugaatii qulqulluun, umriin namootaa akka dheeratu gumaacha godhaniiru...."
"in that culture and time, sarah s condition was particularly trying.","uumama baraa fi aadaa naannoo sanaa keessatti, haalli saaraa baay'ee ulfaataa ture.",KEEP,VALID,CONSISTENT,"in that culture and time, sarah s condition was particularly trying.","uumama baraa fi aadaa naannoo sanaa keessatti, haalli saaraa baay'ee ulfaataa ture."
describe how the annual memorial of christ s death is commemorated.,ayyaanni yaadannoo du a kiristos akkamitti akka kabajamu ibsi.,KEEP,VALID,CONSISTENT,describe how the annual memorial of christ s death is commemorated.,ayyaanni yaadannoo du a kiristos akkamitti akka kabajamu ibsi.
"although we now live far away from our children, we are glad that we are able to have frequent conversations with them.","isaan irraa fagaannee kan jiraannu ta'us, bilbilaan ykn viidiyoodhaan yeroo hunda waliin haasa'uu danda'uun keenya nu gammachiisa.",KEEP,VALID,CONSISTENT,"although we now live far away from our children, we are glad that we are able to have frequent conversations with them.","isaan irraa fagaannee kan jiraannu ta'us, bilbilaan ykn viidiyoodhaan yeroo hunda waliin haasa'uu danda'uun keenya nu gammachiisa."
"in fact, she later took part in composing an inspired song, and it included this comment about her unfaithful people they chose new gods then there was war in the gates.","yeroo booda geggeessaa hafuuraatiin faarfannaa tokko qindeessuu irratti qooda fudhatteetti faarfannaan kun saboota ishii warra amanamoo hin taane ilaalchisee yaada, israa'eloonni waaqayyolii haaraa fo'atan yommus lolli karra kellaa isaanii duratti isaan irratti ka'e jedhu kan dabalatu dha.",KEEP,VALID,CONSISTENT,"in fact, she later took part in composing an inspired song, and it included this comment about her unfaithful people they chose new gods then there was war in the gates.","yeroo booda geggeessaa hafuuraatiin faarfannaa tokko qindeessuu irratti qooda fudhatteetti faarfannaan kun saboota ishii warra amanamoo hin taane ilaalchisee yaada, israa'eloonni waaqayyolii haaraa fo'atan yommus lolli karra kellaa isaanii duratti isaan irratti ka'e jedhu kan dabalatu dha."
"in the letter to the romans, the apostle paul used the word kingdom only once, but he used the expression good news times.","phaawulos ergaa warra roomaatiif barreesserratti waa'ee mootummichaa kan caqase al tokko qofa ta'us, jecha wangeela jedhutti al fayyadameera.",KEEP,VALID,CONSISTENT,"in the letter to the romans, the apostle paul used the word kingdom only once, but he used the expression good news times.","phaawulos ergaa warra roomaatiif barreesserratti waa'ee mootummichaa kan caqase al tokko qofa ta'us, jecha wangeela jedhutti al fayyadameera."
"let each one of you individually so love his wife as he does himself. ephesians , .","tokkon tokkon abbaa manaa akkuma kanatti haadha manaa isaa akka ofii isaatiitti haa jaallatu. efesoon , .",KEEP,VALID,CONSISTENT,"let each one of you individually so love his wife as he does himself. ephesians , .","tokkon tokkon abbaa manaa akkuma kanatti haadha manaa isaa akka ofii isaatiitti haa jaallatu. efesoon , ."
"are we known for being inclined to give in to others when no scriptural principle is involved, not being quick to insist that our own personal standards be followed?","wanta tokkoof seerri bu uuraa caaffata qulqullaa oo yeroo hin jirretti, namoonni ilaalcha keenya akka fudhatan dirqisiisuudhaan beekamnaa?",KEEP,VALID,CONSISTENT,"are we known for being inclined to give in to others when no scriptural principle is involved, not being quick to insist that our own personal standards be followed?","wanta tokkoof seerri bu uuraa caaffata qulqullaa oo yeroo hin jirretti, namoonni ilaalcha keenya akka fudhatan dirqisiisuudhaan beekamnaa?"
entering such a union after baptism can cost one some privileges among god s people.,dhugaa baatuun tokko erga cuuphamee booda gaa'ela akkasii keessa seenuunsaa saba waaqayyoo gidduutti mirga tokko tokko isa dhabsiisuu danda'a.,KEEP,VALID,CONSISTENT,entering such a union after baptism can cost one some privileges among god s people.,dhugaa baatuun tokko erga cuuphamee booda gaa'ela akkasii keessa seenuunsaa saba waaqayyoo gidduutti mirga tokko tokko isa dhabsiisuu danda'a.
"it is our hope that this new provision will answer the prayers of many who have said to jehovah make me understand, that i may learn your commandments.","qophiin haaraan kun, kadhannaa namoota abboommota kee akkan barutti hubannaa anaaf kenni! jechuudhaan kadhatan hedduu akka deebisu abdanna.",KEEP,VALID,CONSISTENT,"it is our hope that this new provision will answer the prayers of many who have said to jehovah make me understand, that i may learn your commandments.","qophiin haaraan kun, kadhannaa namoota abboommota kee akkan barutti hubannaa anaaf kenni! jechuudhaan kadhatan hedduu akka deebisu abdanna."
so the devil could offer jesus all the kingdoms of the world for one apostate act of worship something unequivocally rejected by god s son.,"diiyaabilos, yesus gantuu ta uudhaan al tokko lafa dhahee yoo isaaf sagade isaan kana hundumaa mootummoota biyya lafaa hundumaa akka isaaf kennu kan dubbate biyyi lafaa waan harkasaa jala jiruufidha.",KEEP,VALID,CONSISTENT,so the devil could offer jesus all the kingdoms of the world for one apostate act of worship something unequivocally rejected by god s son.,"diiyaabilos, yesus gantuu ta uudhaan al tokko lafa dhahee yoo isaaf sagade isaan kana hundumaa mootummoota biyya lafaa hundumaa akka isaaf kennu kan dubbate biyyi lafaa waan harkasaa jala jiruufidha."
"though jehovah permitted satan to try to prove his side of the issue, such permission was temporary.","yihowaan, seexanni kun dhugaa ta'uu isaa akka mirkaneessu kan heyyame ta'us, heyyamni kun kan kenname yeroodhaafi.",KEEP,VALID,CONSISTENT,"though jehovah permitted satan to try to prove his side of the issue, such permission was temporary.","yihowaan, seexanni kun dhugaa ta'uu isaa akka mirkaneessu kan heyyame ta'us, heyyamni kun kan kenname yeroodhaafi."
many youths have relatively few family responsibilities and have health and vigor to tackle challenging assignments.,"dargaggoonni hedduun itti gaafatamummaa maatii kan hin qabne, fayya buleessaafi hojii ulfaataa ta'e hojjechuuf humna kan qabanidha.",KEEP,VALID,CONSISTENT,many youths have relatively few family responsibilities and have health and vigor to tackle challenging assignments.,"dargaggoonni hedduun itti gaafatamummaa maatii kan hin qabne, fayya buleessaafi hojii ulfaataa ta'e hojjechuuf humna kan qabanidha."
"by the way we react to our trials, we demonstrate whether we really view jehovah as the universal sovereign.","yeroo qorumsi nu irra ga'u tarkaanfiin nuti fudhannu, yihowaan uumama cufa irratti ol aantummaa akka qabu kan amannu ta'uu fi dhiisuu keenya argisiisa.",KEEP,VALID,CONSISTENT,"by the way we react to our trials, we demonstrate whether we really view jehovah as the universal sovereign.","yeroo qorumsi nu irra ga'u tarkaanfiin nuti fudhannu, yihowaan uumama cufa irratti ol aantummaa akka qabu kan amannu ta'uu fi dhiisuu keenya argisiisa."
jehovah will also use pestilence and the scourge.,yihowaan dhukkubaafi dha'ichattis ni fayyadama.,KEEP,VALID,CONSISTENT,jehovah will also use pestilence and the scourge.,yihowaan dhukkubaafi dha'ichattis ni fayyadama.
"it is encouraging to know that more than six and a half million witnesses worldwide are busy developing the art of teaching, with the aim of helping honesthearted individuals to observe all the things that jesus commanded.","addunyaa maratti dhugaa baatonni miliyoona ja aafi walakkaa ta an, namoonni garaa qajeelaa qaban wanta yesus abboome hundaa akka eegan gargaaruu yaadatti qabatanii ogummaadhaan barsiisuuf akka carraaqan beekuun kan nama jajjabeessudha.",KEEP,VALID,CONSISTENT,"it is encouraging to know that more than six and a half million witnesses worldwide are busy developing the art of teaching, with the aim of helping honesthearted individuals to observe all the things that jesus commanded.","addunyaa maratti dhugaa baatonni miliyoona ja aafi walakkaa ta an, namoonni garaa qajeelaa qaban wanta yesus abboome hundaa akka eegan gargaaruu yaadatti qabatanii ogummaadhaan barsiisuuf akka carraaqan beekuun kan nama jajjabeessudha."
"they would not want many days to pass between the civil ceremony and the bible talk, for they are married before god and man, including the christian congregation.","ija waaqayyoo, namootaafi gumii kiristiyaanaa duratti kan wal fuudhan waan ta aniif, sirni gaa elaa erga geggeeffame booda haasawaan cidhaa utuu hin godhamin guyyaa baay een akka darbu hin barbaadan.",KEEP,VALID,CONSISTENT,"they would not want many days to pass between the civil ceremony and the bible talk, for they are married before god and man, including the christian congregation.","ija waaqayyoo, namootaafi gumii kiristiyaanaa duratti kan wal fuudhan waan ta aniif, sirni gaa elaa erga geggeeffame booda haasawaan cidhaa utuu hin godhamin guyyaa baay een akka darbu hin barbaadan."
"our clear, firm stance in this regard is needed to preserve the purity of the truth and the unity of the congregation.",kana ilaalchisee ejjennoo ifaafi jabaa ta e qabaachuun keenya dhugaan qulqulluu akka ta etti akka turuufi tokkummaa gumii eeguuf baay ee barbaachisaadha.,KEEP,VALID,CONSISTENT,"our clear, firm stance in this regard is needed to preserve the purity of the truth and the unity of the congregation.",kana ilaalchisee ejjennoo ifaafi jabaa ta e qabaachuun keenya dhugaan qulqulluu akka ta etti akka turuufi tokkummaa gumii eeguuf baay ee barbaachisaadha.
", . a why is the counsel found at proverbs so important in disciplining in righteousness?",", . a gorsi fakkeenya rra jiru qajeelummaattis leenjisuuf barbaachisaa kan ta'e maaliifi?",KEEP,VALID,CONSISTENT,", . a why is the counsel found at proverbs so important in disciplining in righteousness?",", . a gorsi fakkeenya rra jiru qajeelummaattis leenjisuuf barbaachisaa kan ta'e maaliifi?"
and i have also encouraged other relatives to start studying the bible.,firoottankoo kaanis macaafa qulqulluu akka qayyabatan jajjabeesseera.,KEEP,VALID,CONSISTENT,and i have also encouraged other relatives to start studying the bible.,firoottankoo kaanis macaafa qulqulluu akka qayyabatan jajjabeesseera.
